cms_certification_number,n_chow,is_chow,chow_1_date,chow_2_date,chow_3_date,chow_4_date,chow_5_date
106137,0,0,,,,,
106138,1,1,2021-09-10,,,,
106139,0,0,,,,,
106140,0,0,,,,,
106141,0,0,,,,,
106142,0,0,,,,,
106143,1,1,2022-10-08,,,,
106144,0,0,,,,,
106145,0,0,,,,,
106146,0,0,,,,,
106147,0,0,,,,,
106148,0,0,,,,,
106149,0,0,,,,,
106150,0,0,,,,,
106152,1,1,2023-11-30,,,,
115002,0,0,,,,,
115004,0,0,,,,,
115005,0,0,,,,,
115012,2,1,2016-11-01,2022-04-01,,,
115020,0,0,,,,,
115022,0,0,,,,,
115025,2,1,2016-11-01,2022-04-01,,,
115040,1,1,2016-04-21,,,,
115044,2,1,2016-11-01,2022-04-01,,,
115045,0,0,,,,,
115090,1,1,2014-04-01,,,,
115104,0,0,,,,,
115110,1,1,2022-10-01,,,,
115115,0,0,,,,,
115120,0,0,,,,,
115124,0,0,,,,,
115129,0,0,,,,,
115132,0,0,,,,,
115138,0,0,,,,,
115144,1,1,2019-08-19,,,,
115145,1,1,2022-05-01,,,,
115146,0,0,,,,,
115147,0,0,,,,,
115150,1,1,2016-06-09,,,,
115206,1,1,2022-10-01,,,,
115246,1,1,2023-01-04,,,,
115264,0,0,,,,,
115265,1,1,2017-05-01,,,,
115270,2,1,2016-11-01,2022-04-01,,,
115272,0,0,,,,,
115273,0,0,,,,,
115275,0,0,,,,,
115276,0,0,,,,,
115279,0,0,,,,,
115280,2,1,2017-05-31,2018-12-31,,,
115283,1,1,2023-01-04,,,,
115287,0,0,,,,,
115288,0,0,,,,,
115289,1,1,2014-04-01,,,,
115290,0,0,,,,,
115291,2,1,2016-11-01,2022-04-27,,,
115293,1,1,2019-10-01,,,,
115294,0,0,,,,,
115295,0,0,,,,,
115296,0,0,,,,,
115298,2,1,2017-05-31,2018-12-31,,,
115304,0,0,,,,,
115308,0,0,,,,,
115313,0,0,,,,,
115314,0,0,,,,,
115319,0,0,,,,,
115321,1,1,2016-07-01,,,,
115322,2,1,2016-11-01,2022-04-01,,,
115324,0,0,,,,,
115325,0,0,,,,,
115326,0,0,,,,,
115327,0,0,,,,,
115329,1,1,2016-07-01,,,,
115330,0,0,,,,,
115334,0,0,,,,,
115336,0,0,,,,,
115338,0,0,,,,,
115339,0,0,,,,,
115340,2,1,2017-05-31,2018-12-31,,,
115341,0,0,,,,,
115343,0,0,,,,,
115345,0,0,,,,,
115346,0,0,,,,,
115347,0,0,,,,,
115348,1,1,2017-10-01,,,,
115350,0,0,,,,,
115351,0,0,,,,,
115353,0,0,,,,,
115354,2,1,2022-04-30,2022-12-07,,,
115356,1,1,2018-07-01,,,,
115357,0,0,,,,,
115358,0,0,,,,,
115360,3,1,2017-09-01,2019-09-01,2021-05-01,,
115361,1,1,2023-05-01,,,,
115362,1,1,2018-12-01,,,,
115363,2,1,2016-11-01,2022-04-01,,,
115364,0,0,,,,,
115365,1,1,2021-07-01,,,,
115368,0,0,,,,,
115369,0,0,,,,,
115373,1,1,2020-08-01,,,,
115374,0,0,,,,,
115375,0,0,,,,,
115376,0,0,,,,,
115377,1,1,2020-08-01,,,,
115379,0,0,,,,,
115381,0,0,,,,,
115382,0,0,,,,,
115384,0,0,,,,,
115385,1,1,2020-08-01,,,,
115387,0,0,,,,,
115391,0,0,,,,,
115393,0,0,,,,,
115394,0,0,,,,,
115395,0,0,,,,,
115396,0,0,,,,,
115397,1,1,2016-07-01,,,,
115401,0,0,,,,,
115403,0,0,,,,,
115404,2,1,2022-04-30,2022-12-07,,,
115406,1,1,2019-07-01,,,,
115409,0,0,,,,,
115410,0,0,,,,,
115411,2,1,2016-06-30,2016-07-01,,,
115412,2,1,2016-11-01,2022-04-01,,,
115413,0,0,,,,,
115414,1,1,2016-07-01,,,,
115418,0,0,,,,,
115419,0,0,,,,,
115421,0,0,,,,,
115422,0,0,,,,,
115423,0,0,,,,,
115424,2,1,2019-06-29,2023-01-30,,,
115427,1,1,2022-06-30,,,,
115428,0,0,,,,,
115429,0,0,,,,,
115430,1,1,2016-06-01,,,,
115431,0,0,,,,,
115435,1,1,2014-04-01,,,,
115436,0,0,,,,,
115443,0,0,,,,,
115447,0,0,,,,,
115449,0,0,,,,,
115452,0,0,,,,,
115455,0,0,,,,,
115457,0,0,,,,,
115460,0,0,,,,,
115461,0,0,,,,,
115463,1,1,2021-05-01,,,,
115466,0,0,,,,,
115467,0,0,,,,,
115468,0,0,,,,,
115469,1,1,2021-05-01,,,,
115471,0,0,,,,,
115473,0,0,,,,,
115474,0,0,,,,,
115477,0,0,,,,,
115478,0,0,,,,,
115479,1,1,2017-06-01,,,,
115481,0,0,,,,,
115482,2,1,2017-05-31,2018-12-31,,,
115483,0,0,,,,,
115484,1,1,2017-09-01,,,,
115488,0,0,,,,,
115490,0,0,,,,,
115491,0,0,,,,,
115492,0,0,,,,,
115494,0,0,,,,,
115495,1,1,2015-07-01,,,,
115496,0,0,,,,,
115498,0,0,,,,,
115501,2,1,2016-11-01,2022-04-01,,,
115502,2,1,2017-05-31,2018-12-31,,,
115503,0,0,,,,,
115504,1,1,2022-05-01,,,,
115505,0,0,,,,,
115506,0,0,,,,,
115507,0,0,,,,,
115508,1,1,2022-05-01,,,,
115509,0,0,,,,,
115512,0,0,,,,,
115515,0,0,,,,,
115516,0,0,,,,,
115520,0,0,,,,,
115521,0,0,,,,,
115522,0,0,,,,,
115523,0,0,,,,,
115524,1,1,2018-08-17,,,,
115528,0,0,,,,,
115529,0,0,,,,,
115531,0,0,,,,,
115532,0,0,,,,,
115533,0,0,,,,,
115534,0,0,,,,,
115535,0,0,,,,,
115536,1,1,2023-02-01,,,,
115537,2,1,2019-08-19,2023-05-01,,,
115538,1,1,2021-01-01,,,,
115539,0,0,,,,,
115540,0,0,,,,,
115541,1,1,2016-01-01,,,,
115542,0,0,,,,,
115543,2,1,2017-05-31,2018-12-31,,,
115544,1,1,2021-11-01,,,,
115545,0,0,,,,,
115546,1,1,2020-01-01,,,,
115547,0,0,,,,,
115550,1,1,2023-05-01,,,,
115551,0,0,,,,,
115552,0,0,,,,,
115553,1,1,2019-09-10,,,,
115554,0,0,,,,,
115555,1,1,2015-09-01,,,,
115556,0,0,,,,,
115558,0,0,,,,,
115559,0,0,,,,,
115560,0,0,,,,,
115561,0,0,,,,,
115562,1,1,2020-08-01,,,,
115563,1,1,2021-05-01,,,,
115564,1,1,2018-07-01,,,,
115565,2,1,2017-05-31,2018-12-31,,,
115566,1,1,2017-10-01,,,,
115569,1,1,2018-11-30,,,,
115570,0,0,,,,,
115571,1,1,2019-08-19,,,,
115573,0,0,,,,,
115575,2,1,2016-06-30,2016-07-01,,,
115576,0,0,,,,,
115577,2,1,2016-06-30,2016-07-01,,,
115578,0,0,,,,,
115579,0,0,,,,,
115580,1,1,2015-10-01,,,,
115582,0,0,,,,,
115584,0,0,,,,,
115585,1,1,2015-09-01,,,,
115587,3,1,2017-06-01,2018-01-01,2020-01-01,,
115588,0,0,,,,,
115592,2,1,2016-06-30,2016-07-01,,,
115593,0,0,,,,,
115595,0,0,,,,,
115596,1,1,2019-05-31,,,,
115597,0,0,,,,,
115598,0,0,,,,,
115599,0,0,,,,,
115600,0,0,,,,,
115601,1,1,2019-12-01,,,,
115604,2,1,2016-06-30,2016-07-01,,,
115605,0,0,,,,,
115606,1,1,2021-12-20,,,,
115607,0,0,,,,,
115608,0,0,,,,,
115611,0,0,,,,,
115612,0,0,,,,,
115613,0,0,,,,,
115614,0,0,,,,,
115615,0,0,,,,,
115616,0,0,,,,,
115617,0,0,,,,,
115618,0,0,,,,,
115619,1,1,2022-07-31,,,,
115621,0,0,,,,,
115622,2,1,2020-06-30,2020-07-01,,,
115623,0,0,,,,,
115624,2,1,2021-01-01,2022-12-07,,,
115625,1,1,2012-01-01,,,,
115626,1,1,2017-02-01,,,,
115627,0,0,,,,,
115628,0,0,,,,,
115629,0,0,,,,,
115630,1,1,2017-02-01,,,,
115631,0,0,,,,,
115633,2,1,2016-07-12,2016-07-13,,,
115635,2,1,2016-06-30,2016-07-01,,,
115636,1,1,2017-08-01,,,,
115638,0,0,,,,,
115641,0,0,,,,,
115642,0,0,,,,,
115643,1,1,2018-09-01,,,,
115644,1,1,2019-08-01,,,,
115647,0,0,,,,,
115651,0,0,,,,,
115652,0,0,,,,,
115654,2,1,2016-06-30,2016-07-01,,,
115656,0,0,,,,,
115657,1,1,2015-07-01,,,,
115658,0,0,,,,,
115659,0,0,,,,,
115660,2,1,2016-11-01,2022-04-01,,,
115663,0,0,,,,,
115667,0,0,,,,,
115668,0,0,,,,,
115670,0,0,,,,,
115671,0,0,,,,,
115672,0,0,,,,,
115674,0,0,,,,,
115676,0,0,,,,,
115677,0,0,,,,,
115679,1,1,2018-12-01,,,,
115680,0,0,,,,,
115681,0,0,,,,,
115682,0,0,,,,,
115683,1,1,2019-03-18,,,,
115684,0,0,,,,,
115685,0,0,,,,,
115686,1,1,2020-07-01,,,,
115687,0,0,,,,,
115688,0,0,,,,,
115689,0,0,,,,,
115690,0,0,,,,,
115691,0,0,,,,,
115692,0,0,,,,,
115693,0,0,,,,,
115694,0,0,,,,,
115696,0,0,,,,,
115697,0,0,,,,,
115700,0,0,,,,,
115703,2,1,2016-06-30,2016-07-01,,,
115705,0,0,,,,,
115706,0,0,,,,,
115708,0,0,,,,,
115709,0,0,,,,,
115710,1,1,2022-09-01,,,,
115714,0,0,,,,,
115715,0,0,,,,,
115716,0,0,,,,,
115717,0,0,,,,,
115718,0,0,,,,,
115719,0,0,,,,,
115720,1,1,2019-03-16,,,,
115721,0,0,,,,,
115722,0,0,,,,,
115723,1,1,2019-10-01,,,,
115724,0,0,,,,,
115725,0,0,,,,,
115726,0,0,,,,,
115727,1,1,2016-12-12,,,,
115728,0,0,,,,,
115729,0,0,,,,,
115730,1,1,2017-02-07,,,,
115732,0,0,,,,,
115733,1,1,2018-10-12,,,,
115771,0,0,,,,,
115772,0,0,,,,,
115773,0,0,,,,,
115774,1,1,2021-05-20,,,,
115775,0,0,,,,,
125004,0,0,,,,,
125005,0,0,,,,,
125007,0,0,,,,,
125009,0,0,,,,,
125011,1,1,2023-02-28,,,,
125013,0,0,,,,,
125014,0,0,,,,,
125019,0,0,,,,,
125020,0,0,,,,,
125024,0,0,,,,,
125033,0,0,,,,,
125038,0,0,,,,,
125040,0,0,,,,,
125041,0,0,,,,,
125042,1,1,2023-02-01,,,,
125043,1,1,2023-02-01,,,,
125045,0,0,,,,,
125046,0,0,,,,,
125047,0,0,,,,,
125048,0,0,,,,,
125050,0,0,,,,,
125051,0,0,,,,,
125052,0,0,,,,,
125055,0,0,,,,,
125056,0,0,,,,,
125057,1,1,2023-02-01,,,,
125058,0,0,,,,,
125059,0,0,,,,,
125060,0,0,,,,,
125061,0,0,,,,,
125062,0,0,,,,,
125063,0,0,,,,,
125064,0,0,,,,,
125065,1,1,2019-12-31,,,,
125066,1,1,2017-06-27,,,,
125067,0,0,,,,,
125069,1,1,2022-11-01,,,,
135010,1,1,2017-10-01,,,,
135011,0,0,,,,,
135014,1,1,2017-09-01,,,,
135015,1,1,2020-05-31,,,,
135018,0,0,,,,,
135019,1,1,2017-10-01,,,,
135020,0,0,,,,,
135021,1,1,2017-10-01,,,,
135038,0,0,,,,,
135042,1,1,2017-11-30,,,,
135048,1,1,2017-01-01,,,,
135051,1,1,2017-09-01,,,,
135052,1,1,2017-01-01,,,,
135053,1,1,2017-11-30,,,,
135055,0,0,,,,,
135056,0,0,,,,,
135058,1,1,2023-03-01,,,,
135065,1,1,2017-09-01,,,,
135067,1,1,2023-05-01,,,,
135068,0,0,,,,,
135069,1,1,2021-02-01,,,,
135071,0,0,,,,,
135075,0,0,,,,,
135076,1,1,2017-05-01,,,,
135077,1,1,2021-10-01,,,,
135079,1,1,2020-05-31,,,,
135080,1,1,2022-03-01,,,,
135081,0,0,,,,,
135082,0,0,,,,,
135084,0,0,,,,,
135085,0,0,,,,,
135087,0,0,,,,,
135089,0,0,,,,,
135090,0,0,,,,,
135091,0,0,,,,,
135092,1,1,2023-03-01,,,,
135093,1,1,2017-10-01,,,,
135094,1,1,2017-05-01,,,,
135095,1,1,2020-05-31,,,,
135097,0,0,,,,,
135098,1,1,2021-04-22,,,,
135102,1,1,2022-01-01,,,,
135103,0,0,,,,,
135104,1,1,2020-05-31,,,,
135105,1,1,2019-09-01,,,,
135110,1,1,2016-12-01,,,,
135113,0,0,,,,,
135114,0,0,,,,,
135116,1,1,2022-02-01,,,,
135122,0,0,,,,,
135123,0,0,,,,,
135125,1,1,2018-11-01,,,,
135127,0,0,,,,,
135128,0,0,,,,,
135129,0,0,,,,,
135130,1,1,2021-01-01,,,,
135131,0,0,,,,,
135132,0,0,,,,,
135133,0,0,,,,,
135134,1,1,2018-11-01,,,,
135135,0,0,,,,,
135136,0,0,,,,,
135137,0,0,,,,,
135138,1,1,2022-02-01,,,,
135139,1,1,2017-01-01,,,,
135140,1,1,2017-11-30,,,,
135141,0,0,,,,,
135142,1,1,2021-01-01,,,,
135143,2,1,2018-10-01,2022-07-01,,,
135144,0,0,,,,,
135145,2,1,2021-01-01,2022-03-01,,,
135146,0,0,,,,,
135147,0,0,,,,,
135148,0,0,,,,,
145000,1,1,2019-10-01,,,,
145004,2,1,2016-01-05,2021-07-01,,,
145006,0,0,,,,,
145008,1,1,2017-03-01,,,,
145011,1,1,2015-11-06,,,,
145012,0,0,,,,,
145016,1,1,2023-06-30,,,,
145021,1,1,2021-06-01,,,,
145024,0,0,,,,,
145026,0,0,,,,,
145027,0,0,,,,,
145029,0,0,,,,,
145031,1,1,2018-12-01,,,,
145038,0,0,,,,,
145039,1,1,2022-02-01,,,,
145043,1,1,2016-01-05,,,,
145044,1,1,2023-06-30,,,,
145045,2,1,2018-10-31,2020-06-01,,,
145050,0,0,,,,,
145058,1,1,2023-06-30,,,,
145062,1,1,2023-06-30,,,,
145070,1,1,2019-02-01,,,,
145087,1,1,2023-02-01,,,,
145102,0,0,,,,,
145111,0,0,,,,,
145121,0,0,,,,,
145122,0,0,,,,,
145126,0,0,,,,,
145135,2,1,2016-02-01,2020-07-01,,,
145136,1,1,2021-10-31,,,,
145142,0,0,,,,,
145151,1,1,2023-06-30,,,,
145160,1,1,2017-11-01,,,,
145171,1,1,2019-11-30,,,,
145173,0,0,,,,,
145180,0,0,,,,,
145183,1,1,2023-06-30,,,,
145190,1,1,2018-12-28,,,,
145197,0,0,,,,,
145198,0,0,,,,,
145199,0,0,,,,,
145200,0,0,,,,,
145208,1,1,2022-12-19,,,,
145211,1,1,2017-03-01,,,,
145213,1,1,2015-03-02,,,,
145219,0,0,,,,,
145220,0,0,,,,,
145221,1,1,2019-06-01,,,,
145222,0,0,,,,,
145229,0,0,,,,,
145234,0,0,,,,,
145235,1,1,2015-11-06,,,,
145237,0,0,,,,,
145239,0,0,,,,,
145241,0,0,,,,,
145243,1,1,2020-11-01,,,,
145244,1,1,2021-06-30,,,,
145246,1,1,2023-01-01,,,,
145247,1,1,2018-05-07,,,,
145248,1,1,2017-11-01,,,,
145256,0,0,,,,,
145257,0,0,,,,,
145259,0,0,,,,,
145261,1,1,2021-09-30,,,,
145266,0,0,,,,,
145267,1,1,2023-06-30,,,,
145268,0,0,,,,,
145269,0,0,,,,,
145271,1,1,2023-06-30,,,,
145273,1,1,2019-09-01,,,,
145275,0,0,,,,,
145278,1,1,2018-02-01,,,,
145285,0,0,,,,,
145286,1,1,2023-06-30,,,,
145289,0,0,,,,,
145290,0,0,,,,,
145294,0,0,,,,,
145295,1,1,2017-11-01,,,,
145304,1,1,2019-08-01,,,,
145307,1,1,2015-11-06,,,,
145308,0,0,,,,,
145309,1,1,2023-01-14,,,,
145312,0,0,,,,,
145316,0,0,,,,,
145319,1,1,2023-06-30,,,,
145323,1,1,2017-03-01,,,,
145324,0,0,,,,,
145329,0,0,,,,,
145333,0,0,,,,,
145334,1,1,2017-12-01,,,,
145336,0,0,,,,,
145337,2,1,2015-11-01,2023-06-01,,,
145338,1,1,2018-10-31,,,,
145339,1,1,2015-11-06,,,,
145341,0,0,,,,,
145343,0,0,,,,,
145344,0,0,,,,,
145347,0,0,,,,,
145350,0,0,,,,,
145358,1,1,2018-06-01,,,,
145363,1,1,2023-02-01,,,,
145364,1,1,2019-04-01,,,,
145367,1,1,2023-06-30,,,,
145370,0,0,,,,,
145371,2,1,2015-12-01,2020-09-30,,,
145372,1,1,2022-05-01,,,,
145376,1,1,2019-01-31,,,,
145379,0,0,,,,,
145380,0,0,,,,,
145381,0,0,,,,,
145382,0,0,,,,,
145384,0,0,,,,,
145386,0,0,,,,,
145387,1,1,2022-04-07,,,,
145388,0,0,,,,,
145389,0,0,,,,,
145400,0,0,,,,,
145403,0,0,,,,,
145404,1,1,2022-05-01,,,,
145405,0,0,,,,,
145406,0,0,,,,,
145409,0,0,,,,,
145410,0,0,,,,,
145411,0,0,,,,,
145413,1,1,2015-12-01,,,,
145414,0,0,,,,,
145415,2,1,2019-11-30,2023-04-01,,,
145416,1,1,2019-03-01,,,,
145417,0,0,,,,,
145418,0,0,,,,,
145419,0,0,,,,,
145420,0,0,,,,,
145422,1,1,2019-10-01,,,,
145424,0,0,,,,,
145426,1,1,2022-12-19,,,,
145427,0,0,,,,,
145429,0,0,,,,,
145430,0,0,,,,,
145431,1,1,2016-08-01,,,,
145433,1,1,2018-08-31,,,,
145434,0,0,,,,,
145436,0,0,,,,,
145437,0,0,,,,,
145438,0,0,,,,,
145439,0,0,,,,,
145440,0,0,,,,,
145441,0,0,,,,,
145442,0,0,,,,,
145443,0,0,,,,,
145445,0,0,,,,,
145446,0,0,,,,,
145447,1,1,2023-06-30,,,,
145449,1,1,2017-11-01,,,,
145450,0,0,,,,,
145452,1,1,2023-06-30,,,,
145453,0,0,,,,,
145454,0,0,,,,,
145456,1,1,2023-06-30,,,,
145457,1,1,2021-10-01,,,,
145458,0,0,,,,,
145460,0,0,,,,,
145465,0,0,,,,,
145466,0,0,,,,,
145468,1,1,2020-02-01,,,,
145469,0,0,,,,,
145470,0,0,,,,,
145471,0,0,,,,,
145473,1,1,2022-05-01,,,,
145475,0,0,,,,,
145476,0,0,,,,,
145478,0,0,,,,,
145479,1,1,2019-03-01,,,,
145480,0,0,,,,,
145482,0,0,,,,,
145483,0,0,,,,,
145484,1,1,2019-11-30,,,,
145486,0,0,,,,,
145488,0,0,,,,,
145489,0,0,,,,,
145494,0,0,,,,,
145495,0,0,,,,,
145497,1,1,2023-06-01,,,,
145500,0,0,,,,,
145502,1,1,2020-03-01,,,,
145503,0,0,,,,,
145507,1,1,2016-08-30,,,,
145508,1,1,2019-09-01,,,,
145510,2,1,2015-11-01,2023-10-05,,,
145511,1,1,2021-06-01,,,,
145514,0,0,,,,,
145515,0,0,,,,,
145517,0,0,,,,,
145518,0,0,,,,,
145519,0,0,,,,,
145522,0,0,,,,,
145523,1,1,2017-07-01,,,,
145524,1,1,2022-02-01,,,,
145527,0,0,,,,,
145532,0,0,,,,,
145536,1,1,2020-11-01,,,,
145538,0,0,,,,,
145546,1,1,2023-06-30,,,,
145547,0,0,,,,,
145549,0,0,,,,,
145555,1,1,2018-03-01,,,,
145556,0,0,,,,,
145557,0,0,,,,,
145563,0,0,,,,,
145567,0,0,,,,,
145571,1,1,2019-09-01,,,,
145581,0,0,,,,,
145582,0,0,,,,,
145584,0,0,,,,,
145585,0,0,,,,,
145591,0,0,,,,,
145593,1,1,2023-02-01,,,,
145596,0,0,,,,,
145597,0,0,,,,,
145598,0,0,,,,,
145600,0,0,,,,,
145601,1,1,2020-03-01,,,,
145602,0,0,,,,,
145603,1,1,2018-10-17,,,,
145604,1,1,2021-06-01,,,,
145606,0,0,,,,,
145607,1,1,2023-02-01,,,,
145608,1,1,2018-10-31,,,,
145609,0,0,,,,,
145610,0,0,,,,,
145611,0,0,,,,,
145612,1,1,2021-12-31,,,,
145613,0,0,,,,,
145614,0,0,,,,,
145615,0,0,,,,,
145616,0,0,,,,,
145618,0,0,,,,,
145619,1,1,2019-04-01,,,,
145620,0,0,,,,,
145621,0,0,,,,,
145623,1,1,2022-06-25,,,,
145624,0,0,,,,,
145625,2,1,2019-07-01,2023-06-01,,,
145626,0,0,,,,,
145628,1,1,2018-05-07,,,,
145629,0,0,,,,,
145630,1,1,2020-09-30,,,,
145631,0,0,,,,,
145632,1,1,2016-06-15,,,,
145634,1,1,2015-11-06,,,,
145636,0,0,,,,,
145637,0,0,,,,,
145638,1,1,2021-06-01,,,,
145639,1,1,2021-07-01,,,,
145640,1,1,2020-01-01,,,,
145646,2,1,2020-02-01,2023-12-01,,,
145647,2,1,2020-02-01,2023-12-01,,,
145648,0,0,,,,,
145649,0,0,,,,,
145650,0,0,,,,,
145651,1,1,2020-02-01,,,,
145652,0,0,,,,,
145654,0,0,,,,,
145655,0,0,,,,,
145656,0,0,,,,,
145657,1,1,2022-07-01,,,,
145658,0,0,,,,,
145659,0,0,,,,,
145660,1,1,2021-03-31,,,,
145661,2,1,2015-11-01,2023-06-01,,,
145662,1,1,2019-11-30,,,,
145663,0,0,,,,,
145664,0,0,,,,,
145665,1,1,2015-11-06,,,,
145666,0,0,,,,,
145667,0,0,,,,,
145668,0,0,,,,,
145669,1,1,2019-02-01,,,,
145670,1,1,2015-11-06,,,,
145671,1,1,2023-06-30,,,,
145673,0,0,,,,,
145674,0,0,,,,,
145678,1,1,2021-06-01,,,,
145679,1,1,2015-11-10,,,,
145680,1,1,2020-02-01,,,,
145681,1,1,2019-03-01,,,,
145683,2,1,2016-04-01,2022-06-30,,,
145684,1,1,2023-02-01,,,,
145685,1,1,2020-03-01,,,,
145686,0,0,,,,,
145688,0,0,,,,,
145689,1,1,2023-02-01,,,,
145691,0,0,,,,,
145692,0,0,,,,,
145694,1,1,2020-02-01,,,,
145696,0,0,,,,,
145697,0,0,,,,,
145699,1,1,2018-10-01,,,,
145700,1,1,2021-06-01,,,,
145701,1,1,2019-09-01,,,,
145702,0,0,,,,,
145703,1,1,2019-06-30,,,,
145704,0,0,,,,,
145705,0,0,,,,,
145706,1,1,2022-08-22,,,,
145708,0,0,,,,,
145710,0,0,,,,,
145711,1,1,2021-06-01,,,,
145712,1,1,2022-12-19,,,,
145713,0,0,,,,,
145714,1,1,2018-08-01,,,,
145715,1,1,2018-12-01,,,,
145717,0,0,,,,,
145718,1,1,2022-03-27,,,,
145719,1,1,2021-06-01,,,,
145720,0,0,,,,,
145721,0,0,,,,,
145722,0,0,,,,,
145724,0,0,,,,,
145726,0,0,,,,,
145727,0,0,,,,,
145728,0,0,,,,,
145729,1,1,2021-10-01,,,,
145730,0,0,,,,,
145731,0,0,,,,,
145732,1,1,2023-06-30,,,,
145733,0,0,,,,,
145734,0,0,,,,,
145735,0,0,,,,,
145736,0,0,,,,,
145737,1,1,2021-06-01,,,,
145739,0,0,,,,,
145740,1,1,2015-12-01,,,,
145741,1,1,2020-11-01,,,,
145744,0,0,,,,,
145748,0,0,,,,,
145751,1,1,2017-07-18,,,,
145752,0,0,,,,,
145753,1,1,2020-01-31,,,,
145757,0,0,,,,,
145758,1,1,2020-08-31,,,,
145759,0,0,,,,,
145760,1,1,2022-02-01,,,,
145761,0,0,,,,,
145764,2,1,2015-11-01,2023-06-01,,,
145765,0,0,,,,,
145767,0,0,,,,,
145768,0,0,,,,,
145769,1,1,2019-09-01,,,,
145770,1,1,2019-07-01,,,,
145771,0,0,,,,,
145772,0,0,,,,,
145773,0,0,,,,,
145774,0,0,,,,,
145775,0,0,,,,,
145776,2,1,2017-04-01,2021-06-29,,,
145778,0,0,,,,,
145779,1,1,2023-06-30,,,,
145781,0,0,,,,,
145783,0,0,,,,,
145784,1,1,2018-02-01,,,,
145785,0,0,,,,,
145786,0,0,,,,,
145789,1,1,2019-07-01,,,,
145791,0,0,,,,,
145792,1,1,2022-12-19,,,,
145793,0,0,,,,,
145794,0,0,,,,,
145795,0,0,,,,,
145796,0,0,,,,,
145798,0,0,,,,,
145800,0,0,,,,,
145801,0,0,,,,,
145803,1,1,2023-07-01,,,,
145804,0,0,,,,,
145806,0,0,,,,,
145807,1,1,2020-11-01,,,,
145809,1,1,2015-11-06,,,,
145811,0,0,,,,,
145813,0,0,,,,,
145816,1,1,2021-06-01,,,,
145818,0,0,,,,,
145819,1,1,2015-11-01,,,,
145820,1,1,2023-06-30,,,,
145821,1,1,2020-02-01,,,,
145825,0,0,,,,,
145827,0,0,,,,,
145828,0,0,,,,,
145829,1,1,2021-12-31,,,,
145830,0,0,,,,,
145832,1,1,2020-01-31,,,,
145834,1,1,2018-09-01,,,,
145835,1,1,2019-09-01,,,,
145836,0,0,,,,,
145837,0,0,,,,,
145838,0,0,,,,,
145839,1,1,2022-05-31,,,,
145840,0,0,,,,,
145841,0,0,,,,,
145842,0,0,,,,,
145843,0,0,,,,,
145844,1,1,2023-07-01,,,,
145846,1,1,2020-02-01,,,,
145847,0,0,,,,,
145850,1,1,2015-11-30,,,,
145851,0,0,,,,,
145852,0,0,,,,,
145853,0,0,,,,,
145857,0,0,,,,,
145858,0,0,,,,,
145860,1,1,2015-11-05,,,,
145862,0,0,,,,,
145863,0,0,,,,,
145864,0,0,,,,,
145866,1,1,2022-07-01,,,,
145867,0,0,,,,,
145868,0,0,,,,,
145869,0,0,,,,,
145872,0,0,,,,,
145874,0,0,,,,,
145875,1,1,2015-11-06,,,,
145877,0,0,,,,,
145878,0,0,,,,,
145879,1,1,2018-12-01,,,,
145880,1,1,2023-10-01,,,,
145881,2,1,2017-04-01,2021-06-29,,,
145883,0,0,,,,,
145885,2,1,2017-04-01,2021-06-29,,,
145886,0,0,,,,,
145887,0,0,,,,,
145888,0,0,,,,,
145890,1,1,2017-07-01,,,,
145891,1,1,2020-02-01,,,,
145892,0,0,,,,,
145893,1,1,2023-02-01,,,,
145895,0,0,,,,,
145897,0,0,,,,,
145898,0,0,,,,,
145899,1,1,2021-06-01,,,,
145900,0,0,,,,,
145901,0,0,,,,,
145903,0,0,,,,,
145904,0,0,,,,,
145905,0,0,,,,,
145906,0,0,,,,,
145907,0,0,,,,,
145908,0,0,,,,,
145909,1,1,2017-12-01,,,,
145910,0,0,,,,,
145911,1,1,2023-06-30,,,,
145913,0,0,,,,,
145914,0,0,,,,,
145917,0,0,,,,,
145918,0,0,,,,,
145920,1,1,2019-07-01,,,,
145921,0,0,,,,,
145922,0,0,,,,,
145923,0,0,,,,,
145924,1,1,2019-04-01,,,,
145926,0,0,,,,,
145927,1,1,2018-02-01,,,,
145928,1,1,2021-12-31,,,,
145930,1,1,2022-09-30,,,,
145931,1,1,2021-08-01,,,,
145932,1,1,2016-01-05,,,,
145933,0,0,,,,,
145935,0,0,,,,,
145936,0,0,,,,,
145937,0,0,,,,,
145938,0,0,,,,,
145939,1,1,2022-12-19,,,,
145942,0,0,,,,,
145944,0,0,,,,,
145945,1,1,2022-03-01,,,,
145946,2,1,2015-11-01,2021-05-01,,,
145947,0,0,,,,,
145948,0,0,,,,,
145949,0,0,,,,,
145950,0,0,,,,,
145952,1,1,2023-06-30,,,,
145953,0,0,,,,,
145956,0,0,,,,,
145958,0,0,,,,,
145960,0,0,,,,,
145961,0,0,,,,,
145963,0,0,,,,,
145964,0,0,,,,,
145965,0,0,,,,,
145967,1,1,2021-09-30,,,,
145968,0,0,,,,,
145969,0,0,,,,,
145970,0,0,,,,,
145971,1,1,2020-02-01,,,,
145972,0,0,,,,,
145974,0,0,,,,,
145975,0,0,,,,,
145977,2,1,2015-11-01,2023-10-06,,,
145978,0,0,,,,,
145980,1,1,2020-02-01,,,,
145981,0,0,,,,,
145982,1,1,2018-12-28,,,,
145983,2,1,2015-11-01,2023-06-01,,,
